time,Krishna
2017-05-02 00:00:00,0.5078888
2017-05-03 00:00:00,1.058658
2017-05-04 00:00:00,2.0971038
2017-05-05 00:00:00,2.2640624
2017-05-06 00:00:00,7.093457
2017-05-07 00:00:00,3.6948488
2017-05-08 00:00:00,0.6810956
2017-05-09 00:00:00,3.0615313
2017-05-10 00:00:00,0.71479434
2017-05-11 00:00:00,2.6591105
2017-05-12 00:00:00,1.5604018
2017-05-13 00:00:00,2.5290194
2017-05-14 00:00:00,5.28801
2017-05-15 00:00:00,3.655521
2017-05-16 00:00:00,0.14949329
2017-05-17 00:00:00,0.396363
2017-05-18 00:00:00,1.7158939
2017-05-19 00:00:00,0.8639516
2017-05-20 00:00:00,0.46016285
2017-05-21 00:00:00,0.84511024
2017-05-22 00:00:00,0.59049535
2017-05-23 00:00:00,2.5248933
2017-05-24 00:00:00,1.4991342
2017-05-25 00:00:00,0.20525807
2017-05-26 00:00:00,7.8854613
2017-05-27 00:00:00,1.2530252
2017-05-28 00:00:00,1.5329275
2017-05-29 00:00:00,0.0
2017-05-30 00:00:00,0.15385203
2017-05-31 00:00:00,0.38615042
2017-06-01 00:00:00,1.5661045
2017-06-02 00:00:00,0.7310102
2017-06-03 00:00:00,3.9891932
2017-06-04 00:00:00,4.651997
2017-06-05 00:00:00,6.8290396
2017-06-06 00:00:00,13.377862
2017-06-07 00:00:00,4.7954865
2017-06-08 00:00:00,2.573092
2017-06-09 00:00:00,7.956655
2017-06-10 00:00:00,3.7818487
2017-06-11 00:00:00,8.048541
2017-06-12 00:00:00,14.426119
2017-06-13 00:00:00,3.2886083
2017-06-14 00:00:00,4.5354633
2017-06-15 00:00:00,9.817455
2017-06-16 00:00:00,6.6422157
2017-06-17 00:00:00,5.2176704
2017-06-18 00:00:00,13.171054
2017-06-19 00:00:00,5.4279466
2017-06-20 00:00:00,1.574721
2017-06-21 00:00:00,1.2442039
2017-06-22 00:00:00,1.423322
2017-06-23 00:00:00,3.237374
2017-06-24 00:00:00,2.8158507
2017-06-25 00:00:00,2.7515068
2017-06-26 00:00:00,1.0660369
2017-06-27 00:00:00,2.125652
2017-06-28 00:00:00,0.8603418
2017-06-29 00:00:00,0.99361587
2017-06-30 00:00:00,6.418397
2017-07-01 00:00:00,4.0984173
2017-07-02 00:00:00,3.1000924
2017-07-03 00:00:00,3.8295586
2017-07-04 00:00:00,1.1503502
2017-07-05 00:00:00,0.34598267
2017-07-06 00:00:00,4.174824
2017-07-07 00:00:00,3.2849956
2017-07-08 00:00:00,2.6473143
2017-07-09 00:00:00,2.1688344
2017-07-10 00:00:00,7.0607333
2017-07-11 00:00:00,7.7366867
2017-07-12 00:00:00,2.273495
2017-07-13 00:00:00,4.551272
2017-07-14 00:00:00,3.1494772
2017-07-15 00:00:00,2.303559
2017-07-16 00:00:00,4.453586
2017-07-17 00:00:00,5.6399283
2017-07-18 00:00:00,12.36115
2017-07-19 00:00:00,12.395427
2017-07-20 00:00:00,3.872627
2017-07-21 00:00:00,1.6968594
2017-07-22 00:00:00,1.2960585
2017-07-23 00:00:00,0.36257127
2017-07-24 00:00:00,0.6048093
2017-07-25 00:00:00,0.17248683
2017-07-26 00:00:00,2.7619572
2017-07-27 00:00:00,1.6205318
2017-07-28 00:00:00,4.1559253
2017-07-29 00:00:00,1.4929576
2017-07-30 00:00:00,1.9269389
2017-07-31 00:00:00,0.75918984
2017-08-01 00:00:00,0.7625154
2017-08-02 00:00:00,2.2824514
2017-08-03 00:00:00,0.2097316
2017-08-04 00:00:00,0.6861144
2017-08-05 00:00:00,0.90823823
2017-08-06 00:00:00,0.82835215
2017-08-07 00:00:00,2.1869814
2017-08-08 00:00:00,3.0188816
2017-08-09 00:00:00,8.781479
2017-08-10 00:00:00,1.49461
2017-08-11 00:00:00,4.6363964
2017-08-12 00:00:00,4.0523357
2017-08-13 00:00:00,6.5136156
2017-08-14 00:00:00,4.8689613
2017-08-15 00:00:00,2.712472
2017-08-16 00:00:00,4.036437
2017-08-17 00:00:00,4.2810836
2017-08-18 00:00:00,3.077208
2017-08-19 00:00:00,9.312112
2017-08-20 00:00:00,9.744969
2017-08-21 00:00:00,4.022747
2017-08-22 00:00:00,3.8548367
2017-08-23 00:00:00,2.5155108
2017-08-24 00:00:00,7.3874245
2017-08-25 00:00:00,8.868109
2017-08-26 00:00:00,5.6161337
2017-08-27 00:00:00,16.953386
2017-08-28 00:00:00,20.261473
2017-08-29 00:00:00,8.577882
2017-08-30 00:00:00,0.517183
2017-08-31 00:00:00,0.8866429
2017-09-01 00:00:00,0.72985166
2017-09-02 00:00:00,3.0232086
2017-09-03 00:00:00,2.7381613
2017-09-04 00:00:00,4.777628
2017-09-05 00:00:00,8.635963
2017-09-06 00:00:00,16.75721
2017-09-07 00:00:00,14.022199
2017-09-08 00:00:00,6.6871552
2017-09-09 00:00:00,2.641084
2017-09-10 00:00:00,3.3632913
2017-09-11 00:00:00,4.6785626
2017-09-12 00:00:00,5.3078356
2017-09-13 00:00:00,13.399853
2017-09-14 00:00:00,20.73223
2017-09-15 00:00:00,8.333339
2017-09-16 00:00:00,10.398561
2017-09-17 00:00:00,5.09145
2017-09-18 00:00:00,1.4222212
2017-09-19 00:00:00,0.682438
2017-09-20 00:00:00,6.9764376
2017-09-21 00:00:00,7.2974014
2017-09-22 00:00:00,0.4454148
2017-09-23 00:00:00,2.9424152
2017-09-24 00:00:00,7.4411163
2017-09-25 00:00:00,9.345343
2017-09-26 00:00:00,6.1622276
2017-09-27 00:00:00,8.785907
2017-09-28 00:00:00,16.105583
2017-09-29 00:00:00,12.296741
2017-09-30 00:00:00,6.229491
2017-10-01 00:00:00,11.871826
2017-10-02 00:00:00,13.672659
2017-10-03 00:00:00,6.694789
2017-10-04 00:00:00,9.364578
2017-10-05 00:00:00,4.757934
2017-10-06 00:00:00,11.141585
2017-10-07 00:00:00,9.243904
2017-10-08 00:00:00,14.420122
2017-10-09 00:00:00,15.095774
2017-10-10 00:00:00,9.868806
2017-10-11 00:00:00,7.582446
2017-10-12 00:00:00,7.6444674
2017-10-13 00:00:00,11.55759
2017-10-14 00:00:00,12.420512
2017-10-15 00:00:00,12.432516
2017-10-16 00:00:00,5.6683064
2017-10-17 00:00:00,3.2970304
2017-10-18 00:00:00,3.1548438
2017-10-19 00:00:00,0.2812764
2017-10-20 00:00:00,0.2929521
2017-10-21 00:00:00,0.20427164
2017-10-22 00:00:00,0.79096407
2017-10-23 00:00:00,0.31700742
2017-10-24 00:00:00,0.7041193
2017-10-25 00:00:00,0.015672352
2017-10-26 00:00:00,0.05429298
2017-10-27 00:00:00,0.069353566
2017-10-28 00:00:00,0.004923936
2017-10-29 00:00:00,0.0
2017-10-30 00:00:00,0.0
2017-10-31 00:00:00,0.11396576
2017-11-01 00:00:00,0.10973609
2017-11-02 00:00:00,0.06387485
2017-11-03 00:00:00,0.07776164
2017-11-04 00:00:00,0.15129052
2017-11-05 00:00:00,0.47589058
2017-11-06 00:00:00,0.46634755
2017-11-07 00:00:00,0.034180272
2017-11-08 00:00:00,0.018201934
2017-11-09 00:00:00,0.00091189216
2017-11-10 00:00:00,0.2391822
2017-11-11 00:00:00,1.2730407
2017-11-12 00:00:00,1.7707232
2017-11-13 00:00:00,0.37581137
2017-11-14 00:00:00,0.56946504
2017-11-15 00:00:00,0.20940037
2017-11-16 00:00:00,0.0
2017-11-17 00:00:00,0.001259309
2017-11-18 00:00:00,0.12848182
